Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
11/06/2021 02:00;4.64;9.30;3.26;24.09;52.95;5.43;13.83;10.55;14.94;19.65
11/06/2021 03:00;6.04;9.55;3.34;27.37;53.67;5.29;13.42;10.73;15.58;21.29
11/06/2021 04:00;5.26;9.68;2.91;24.87;53.90;4.82;#N/A;10.82;15.89;21.33
11/06/2021 05:00;7.18;9.84;4.14;25.67;61.06;5.26;16.45;12.12;17.67;23.97
11/06/2021 06:00;9.69;11.90;5.53;37.73;78.44;7.25;22.82;17.39;19.10;28.77
11/06/2021 07:00;9.96;13.22;6.25;45.02;103.52;10.92;33.42;25.29;21.28;33.21
11/06/2021 08:00;10.79;14.57;6.96;46.27;105.29;7.65;35.17;30.02;23.35;33.88
11/06/2021 09:00;12.74;12.88;4.63;42.36;98.12;9.13;31.78;28.13;24.55;36.90
11/06/2021 10:00;11.06;12.45;5.85;36.96;89.69;8.88;26.05;26.45;21.96;32.93
11/06/2021 11:00;9.30;12.85;4.57;36.17;87.35;7.37;26.53;25.17;22.36;33.02
11/06/2021 12:00;10.74;13.40;4.50;35.36;88.86;7.23;24.82;25.34;22.24;32.63
11/06/2021 13:00;11.72;12.10;4.87;42.60;90.08;5.02;22.08;24.63;25.03;34.19
11/06/2021 14:00;10.37;11.81;5.23;35.83;91.28;8.33;21.63;23.15;25.75;32.64
11/06/2021 15:00;9.51;11.50;4.47;33.81;84.51;6.49;22.01;22.67;22.05;31.95
11/06/2021 16:00;10.27;10.98;4.74;30.51;84.26;9.44;23.47;22.65;19.89;29.41
11/06/2021 17:00;8.60;11.29;5.04;35.49;82.70;6.00;22.82;22.16;18.79;27.17
11/06/2021 18:00;8.59;13.08;5.43;35.95;85.72;7.84;24.15;22.21;18.95;27.53
11/06/2021 19:00;11.42;13.39;6.19;41.06;91.41;8.26;26.56;22.17;19.32;29.20
11/06/2021 20:00;10.84;13.29;6.40;41.72;88.52;8.22;29.41;21.62;16.44;25.39
11/06/2021 21:00;8.64;11.61;5.84;36.41;82.33;7.34;26.15;18.42;16.92;25.84
11/06/2021 22:00;6.93;10.60;4.61;29.99;74.53;6.94;20.90;16.68;15.73;23.54
11/06/2021 23:00;7.88;10.22;4.27;27.47;72.72;4.67;20.78;16.63;16.09;23.26
12/06/2021 00:00;5.35;9.29;3.54;23.07;62.34;5.88;17.05;14.20;14.96;21.00
12/06/2021 01:00;4.47;8.49;2.93;21.18;57.68;5.55;14.63;11.50;15.52;21.62
12/06/2021 02:00;5.01;8.30;3.45;23.95;54.45;5.37;13.57;10.54;15.38;20.74
12/06/2021 03:00;4.36;8.65;3.10;23.98;53.40;4.95;13.54;10.45;15.37;20.78
12/06/2021 04:00;3.89;8.46;3.04;23.86;53.52;5.31;14.72;10.00;15.08;20.09
12/06/2021 05:00;4.21;8.40;3.83;27.11;58.19;4.74;15.45;11.60;14.59;19.82
12/06/2021 06:00;6.64;9.60;4.91;32.16;68.86;7.82;18.73;14.62;15.81;23.25
12/06/2021 07:00;7.65;11.45;6.51;36.65;87.29;6.99;26.69;20.70;15.94;24.61
12/06/2021 08:00;9.21;12.94;8.06;45.57;102.07;7.96;33.65;26.18;19.79;28.03
12/06/2021 09:00;10.83;13.82;6.91;50.36;104.23;8.99;34.66;28.22;18.92;28.89
12/06/2021 10:00;12.06;13.48;6.41;43.20;98.01;7.86;31.53;26.74;17.75;27.65
12/06/2021 11:00;9.49;14.62;6.08;41.18;93.39;9.21;29.28;24.40;17.45;27.12
12/06/2021 12:00;10.86;14.41;6.17;41.62;90.36;7.75;26.34;24.59;20.22;28.58
12/06/2021 13:00;11.98;13.62;5.64;40.99;89.20;6.86;26.05;22.08;17.11;26.15
12/06/2021 14:00;9.16;13.65;5.88;38.58;82.89;7.39;25.73;21.61;17.41;25.92
12/06/2021 15:00;8.79;13.94;5.73;35.86;79.72;6.94;24.26;21.78;17.04;26.04
12/06/2021 16:00;8.55;15.25;7.25;34.78;81.31;8.19;24.27;21.28;16.05;25.58
12/06/2021 17:00;7.80;15.33;7.92;37.52;84.56;11.55;24.68;21.28;16.94;26.18
12/06/2021 18:00;8.38;14.87;7.99;43.01;87.31;11.79;26.69;21.32;17.22;26.41
12/06/2021 19:00;10.49;16.41;8.27;42.87;88.84;10.43;28.78;20.70;17.00;28.10
12/06/2021 20:00;8.17;14.49;7.78;39.85;86.75;8.94;27.48;21.99;15.74;26.06
12/06/2021 21:00;7.93;12.42;6.65;34.27;81.80;9.26;25.26;19.92;15.48;23.47
12/06/2021 22:00;9.10;11.46;5.24;33.16;75.66;6.27;21.74;17.31;15.29;22.06
12/06/2021 23:00;6.39;10.61;4.97;31.30;71.10;5.81;21.34;16.19;16.90;23.87
13/06/2021 00:00;5.62;9.30;4.22;27.47;62.58;6.33;17.64;14.58;13.96;20.29
13/06/2021 01:00;5.47;8.40;3.65;21.89;58.54;4.78;16.65;12.43;14.30;19.81
13/06/2021 02:00;5.98;8.27;4.09;19.74;55.65;4.89;14.90;11.16;13.75;18.96
13/06/2021 03:00;4.43;8.26;3.88;22.08;54.83;4.50;13.87;10.61;14.92;20.74
13/06/2021 04:00;4.33;8.10;3.77;23.26;54.32;5.04;14.56;10.75;14.57;20.36
13/06/2021 05:00;6.69;8.05;4.51;25.60;58.22;5.75;16.00;11.80;14.78;19.95
13/06/2021 06:00;7.06;#N/A;5.51;28.52;65.51;6.58;19.31;13.99;15.16;22.22
13/06/2021 07:00;6.08;#N/A;6.57;38.01;80.72;8.04;22.33;17.64;15.28;23.71
13/06/2021 08:00;#N/A;#N/A;6.97;47.64;90.20;#N/A;27.18;19.73;15.57;25.03
13/06/2021 09:00;#N/A;#N/A;7.71;#N/A;91.82;#N/A;#N/A;#N/A;15.51;#N/A
13/06/2021 10:00;#N/A;#N/A;7.69;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 11:00;#N/A;#N/A;8.25;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 12:00;#N/A;#N/A;8.41;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 13:00;#N/A;#N/A;7.65;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 14:00;#N/A;#N/A;7.64;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 15:00;#N/A;#N/A;7.43;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 16:00;#N/A;#N/A;7.63;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 17:00;#N/A;#N/A;8.23;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 18:00;#N/A;#N/A;8.62;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 19:00;#N/A;#N/A;8.46;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 20:00;#N/A;#N/A;8.20;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 21:00;#N/A;#N/A;7.26;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 22:00;#N/A;#N/A;5.52;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/06/2021 23:00;#N/A;#N/A;4.89;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/06/2021 00:00;#N/A;#N/A;3.74;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/06/2021 01:00;#N/A;#N/A;3.27;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/06/2021 02:00;#N/A;#N/A;4.08;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/06/2021 03:00;#N/A;#N/A;3.82;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/06/2021 04:00;5.16;8.03;3.69;19.26;69.20;#N/A;31.51;11.62;14.91;20.49
14/06/2021 05:00;6.47;8.66;4.32;27.01;61.33;5.31;16.19;11.69;15.62;21.77
14/06/2021 06:00;7.54;11.85;6.10;35.04;77.85;5.95;22.77;17.13;17.16;25.37
14/06/2021 07:00;8.22;12.32;7.32;45.77;101.63;7.20;30.95;25.84;20.58;31.98
14/06/2021 08:00;11.22;13.14;6.69;44.21;103.74;8.08;32.54;29.29;19.88;31.46
14/06/2021 09:00;11.02;11.94;6.03;39.93;97.63;6.67;29.88;27.97;22.24;33.22
14/06/2021 10:00;9.76;11.34;5.75;37.68;89.79;7.29;26.42;26.12;24.16;34.43
14/06/2021 11:00;9.38;11.55;5.71;40.33;87.43;6.37;24.86;25.16;22.52;32.46
14/06/2021 12:00;11.18;11.86;5.37;42.04;88.48;6.29;24.61;26.28;21.13;30.51
14/06/2021 13:00;9.77;11.22;5.14;36.00;89.46;6.96;25.30;26.34;24.83;32.78
14/06/2021 14:00;10.02;11.45;5.53;33.08;84.66;5.78;23.46;24.37;23.20;34.92
14/06/2021 15:00;11.57;11.30;5.39;35.11;81.05;6.92;21.88;21.68;21.44;30.79
14/06/2021 16:00;10.17;10.90;5.24;33.23;82.36;5.15;22.61;22.07;20.35;30.01
14/06/2021 17:00;7.84;12.19;5.59;36.01;83.17;5.08;24.24;21.52;22.68;34.64
14/06/2021 18:00;10.60;12.36;7.03;44.31;88.77;6.94;27.17;22.31;19.57;29.62
14/06/2021 19:00;12.00;15.71;8.11;45.14;94.90;7.66;29.78;23.02;20.53;30.07
14/06/2021 20:00;10.73;15.08;7.94;42.38;95.65;6.29;31.07;24.32;19.05;30.30
14/06/2021 21:00;9.50;13.59;7.07;35.56;86.97;5.94;27.11;21.17;18.91;28.05
14/06/2021 22:00;9.35;10.91;5.15;29.57;78.04;5.29;23.00;17.49;18.43;26.90
14/06/2021 23:00;7.51;9.46;4.78;26.85;72.89;4.94;20.96;17.30;17.24;24.13
15/06/2021 00:00;6.02;8.53;3.53;22.22;61.74;6.02;16.75;13.57;17.31;23.32
15/06/2021 01:00;5.73;8.23;2.91;21.36;57.42;5.85;16.34;11.54;15.62;19.99
15/06/2021 02:00;16.69;8.30;3.48;24.41;54.45;5.71;14.41;10.71;16.34;20.36
15/06/2021 03:00;4.82;8.25;3.43;24.01;52.60;5.99;14.14;10.74;17.54;22.62
15/06/2021 04:00;4.43;7.91;3.22;22.68;54.13;5.60;14.55;10.65;17.18;22.30
15/06/2021 05:00;5.50;8.34;4.03;27.15;61.65;5.75;17.15;12.26;17.32;22.54
15/06/2021 06:00;#N/A;11.21;6.20;30.19;76.52;5.67;21.86;16.58;18.15;26.87
15/06/2021 07:00;#N/A;12.23;7.12;40.96;100.47;9.37;30.70;25.44;19.50;30.63
15/06/2021 08:00;#N/A;11.57;5.90;#N/A;99.82;6.27;35.36;28.52;18.75;28.50
15/06/2021 09:00;#N/A;11.52;5.81;#N/A;#N/A;#N/A;#N/A;27.13;18.24;28.99
15/06/2021 10:00;#N/A;#N/A;4.86;#N/A;#N/A;#N/A;#N/A;26.71;#N/A;#N/A
15/06/2021 11:00;#N/A;#N/A;4.72;#N/A;#N/A;#N/A;#N/A;24.06;#N/A;#N/A
15/06/2021 12:00;11.39;10.85;4.87;30.35;93.99;#N/A;17.39;25.62;19.94;29.86
15/06/2021 13:00;9.63;10.44;4.64;34.05;87.45;6.22;25.18;26.75;23.07;33.20
15/06/2021 14:00;10.55;10.31;4.31;34.57;85.12;6.36;23.11;24.14;26.96;37.54
15/06/2021 15:00;12.19;10.33;4.34;34.76;80.38;5.85;22.19;22.11;24.21;34.45
15/06/2021 16:00;10.94;10.49;4.33;34.44;80.12;5.99;23.01;22.48;22.90;33.14
15/06/2021 17:00;10.99;11.27;5.38;37.17;82.40;6.46;24.11;22.37;22.04;34.69
15/06/2021 18:00;13.35;12.36;6.72;42.39;87.31;6.01;25.06;22.20;18.38;29.06
15/06/2021 19:00;15.32;14.62;8.71;45.39;93.51;6.11;27.76;23.84;19.86;32.35
15/06/2021 20:00;13.02;15.23;8.48;45.97;96.54;6.99;30.90;23.43;19.04;29.83
15/06/2021 21:00;12.80;12.98;7.03;39.85;89.68;6.90;27.30;20.96;19.65;27.43
15/06/2021 22:00;13.16;10.33;5.68;28.19;80.23;5.98;21.83;18.68;18.15;25.44
15/06/2021 23:00;10.96;9.19;4.71;26.29;72.58;5.56;20.79;17.76;17.64;24.05
16/06/2021 00:00;10.21;8.40;3.30;23.67;62.60;4.60;17.42;14.03;16.25;22.15
16/06/2021 01:00;10.11;8.00;3.40;22.69;57.80;4.19;16.19;11.63;14.83;19.66
16/06/2021 02:00;12.08;8.29;3.76;21.70;55.36;3.67;11.65;10.88;14.74;19.55
16/06/2021 03:00;10.55;8.41;3.40;23.29;54.42;3.58;#N/A;10.74;15.65;20.93
16/06/2021 04:00;10.19;8.17;3.22;24.44;55.29;4.37;#N/A;10.68;16.53;22.53
16/06/2021 05:00;12.04;8.65;4.11;23.46;61.37;4.31;17.44;12.09;15.72;21.04
16/06/2021 06:00;13.85;11.30;6.74;35.17;78.67;6.66;23.29;16.77;17.93;28.86
16/06/2021 07:00;13.24;11.78;8.21;42.54;103.86;10.53;31.20;26.60;20.65;33.94
16/06/2021 08:00;14.16;12.63;6.60;54.53;102.02;5.97;33.34;29.37;21.20;34.66
16/06/2021 09:00;14.80;12.47;6.61;#N/A;98.22;#N/A;#N/A;29.09;24.31;35.97
16/06/2021 10:00;#N/A;13.22;5.86;#N/A;88.62;#N/A;#N/A;27.30;23.83;35.18
16/06/2021 11:00;#N/A;13.48;5.77;#N/A;85.68;#N/A;#N/A;25.31;24.06;34.16
16/06/2021 12:00;13.21;11.23;6.08;34.00;86.64;3.04;26.50;25.74;21.05;31.87
16/06/2021 13:00;14.23;10.80;5.92;36.69;86.41;6.21;25.62;26.25;24.21;32.93
16/06/2021 14:00;12.00;10.79;5.67;35.75;83.07;6.63;24.05;24.59;21.32;32.02
16/06/2021 15:00;11.48;10.48;4.62;33.03;81.08;8.12;22.33;21.70;22.64;31.14
16/06/2021 16:00;13.17;10.93;4.93;39.10;80.63;8.14;22.49;22.33;24.11;34.70
16/06/2021 17:00;13.55;11.75;6.16;33.78;84.94;7.58;23.01;22.17;22.11;34.10
16/06/2021 18:00;12.94;13.15;7.30;43.42;89.59;9.07;25.69;22.41;20.95;32.77
16/06/2021 19:00;14.79;15.30;8.44;47.17;94.77;7.64;33.18;24.11;22.32;33.53
16/06/2021 20:00;15.62;15.43;8.47;46.70;96.08;6.65;33.86;23.43;19.77;30.85
16/06/2021 21:00;12.56;13.56;7.17;36.98;84.17;8.25;28.24;20.56;17.63;27.22
16/06/2021 22:00;9.82;10.29;5.63;30.27;76.59;6.69;22.10;17.42;17.30;24.32
16/06/2021 23:00;8.31;9.24;4.26;28.50;73.34;4.20;21.62;17.00;18.21;24.69
17/06/2021 00:00;7.27;8.52;3.07;23.95;61.83;5.66;16.86;13.78;15.71;21.77
17/06/2021 01:00;5.12;7.96;2.87;23.82;57.46;4.19;16.16;11.89;18.54;23.10
17/06/2021 02:00;5.06;8.30;3.57;22.47;54.37;4.37;14.18;10.74;14.84;19.50
17/06/2021 03:00;#N/A;8.37;3.33;22.97;52.65;4.06;13.70;10.58;15.75;21.51
17/06/2021 04:00;5.80;8.45;3.44;24.56;54.02;4.99;13.84;10.66;14.71;19.93
17/06/2021 05:00;7.00;8.74;4.31;24.67;60.77;4.40;17.03;11.91;16.65;23.54
17/06/2021 06:00;9.80;12.14;6.29;35.62;77.18;6.43;23.46;16.34;18.37;27.35
17/06/2021 07:00;11.51;13.07;8.26;46.78;102.50;9.13;31.94;26.40;20.57;32.45
17/06/2021 08:00;11.29;13.55;6.97;42.32;104.59;8.45;33.58;30.12;24.52;36.63
17/06/2021 09:00;10.74;12.38;6.10;45.34;96.72;8.50;31.73;28.68;23.85;35.35
17/06/2021 10:00;12.92;11.81;5.10;41.43;89.02;7.94;29.46;27.47;21.99;33.43
17/06/2021 11:00;11.07;10.71;5.33;37.29;85.53;6.33;26.74;25.65;24.79;34.17
17/06/2021 12:00;10.42;12.16;6.84;38.76;85.50;9.48;23.47;26.10;22.75;32.00
17/06/2021 13:00;11.73;11.73;6.36;42.97;86.79;7.05;24.36;26.39;23.07;34.32
17/06/2021 14:00;11.38;11.79;4.90;36.92;83.71;5.97;22.70;26.36;22.46;33.12
17/06/2021 15:00;10.49;11.29;4.94;31.41;76.32;4.91;21.48;22.99;24.92;31.66
17/06/2021 16:00;12.32;11.06;5.26;33.55;80.63;7.08;22.54;22.60;24.35;32.25
17/06/2021 17:00;11.27;11.91;7.19;34.32;83.32;6.57;24.78;22.87;19.05;28.37
17/06/2021 18:00;9.81;14.64;8.08;38.01;88.84;5.41;27.61;23.26;21.04;33.53
17/06/2021 19:00;12.27;15.07;10.12;46.52;94.75;7.02;31.47;23.85;19.01;30.77
17/06/2021 20:00;12.76;15.25;9.75;46.60;94.82;6.81;32.68;22.61;19.31;28.75
17/06/2021 21:00;8.33;12.51;7.92;39.86;88.68;5.54;29.04;20.28;17.38;26.94
17/06/2021 22:00;7.54;10.59;5.93;29.69;80.99;6.61;23.54;17.88;17.19;25.43
17/06/2021 23:00;7.75;9.93;5.18;29.48;73.38;5.05;20.84;16.44;16.83;23.84
18/06/2021 00:00;5.45;9.28;3.74;26.34;64.07;4.75;17.18;13.26;15.66;20.84
18/06/2021 01:00;4.25;8.45;2.90;26.17;57.82;4.82;16.40;11.43;15.44;20.66
18/06/2021 02:00;6.50;8.64;3.64;21.56;54.74;5.40;14.22;11.07;15.50;20.64
18/06/2021 03:00;5.27;8.63;3.47;20.85;53.36;5.59;14.24;10.86;16.19;21.46
18/06/2021 04:00;5.13;9.15;3.22;19.63;53.74;5.41;15.69;10.98;16.15;21.81
18/06/2021 05:00;5.80;8.79;4.00;23.42;63.04;5.93;18.80;12.78;17.66;23.58
18/06/2021 06:00;9.41;12.07;6.34;31.46;79.45;6.70;24.19;17.74;18.92;28.55
18/06/2021 07:00;10.69;13.56;8.18;45.00;103.87;8.23;32.31;26.52;21.71;32.44
18/06/2021 08:00;10.79;12.70;7.59;46.26;106.03;7.24;37.03;28.72;21.36;35.21
18/06/2021 09:00;13.46;11.92;6.95;43.45;97.02;6.97;31.89;29.09;22.46;34.51
18/06/2021 10:00;10.91;11.43;5.93;36.59;89.26;6.44;27.43;27.25;23.89;37.66
18/06/2021 11:00;9.55;11.54;6.20;36.54;85.89;7.86;25.13;27.12;24.56;36.98
18/06/2021 12:00;10.90;11.49;5.46;36.64;87.09;7.36;25.11;25.69;21.50;33.52
18/06/2021 13:00;11.26;10.58;5.27;37.42;88.87;5.35;24.18;26.42;24.52;34.20
18/06/2021 14:00;10.26;11.42;5.06;36.19;83.53;6.13;24.39;24.86;22.79;34.03
18/06/2021 15:00;10.67;11.59;5.16;34.69;81.58;5.57;21.60;22.11;21.94;31.02
18/06/2021 16:00;11.41;12.36;5.50;35.50;82.82;8.41;23.26;22.74;21.04;30.89
18/06/2021 17:00;9.29;12.88;6.66;41.69;83.33;5.49;26.51;21.99;21.10;30.38
18/06/2021 18:00;11.12;14.00;8.55;40.21;85.93;5.93;25.38;22.61;22.97;33.91
18/06/2021 19:00;12.12;14.32;9.23;45.61;90.54;7.59;28.40;23.38;19.51;29.03
18/06/2021 20:00;11.14;14.35;8.38;46.03;90.46;7.58;29.85;22.93;17.09;26.75
18/06/2021 21:00;9.48;12.92;7.94;38.81;84.01;5.99;26.19;19.51;17.18;26.35
18/06/2021 22:00;9.60;10.92;6.49;28.74;75.86;4.79;24.89;17.55;18.27;26.36
18/06/2021 23:00;7.20;10.82;5.43;27.30;70.61;4.92;21.72;16.40;17.37;23.21
19/06/2021 00:00;5.26;9.29;3.73;23.16;62.66;5.66;18.37;14.61;14.66;20.17
19/06/2021 01:00;6.09;8.53;3.22;23.78;57.90;5.67;17.05;12.41;14.95;20.67
19/06/2021 02:00;3.97;8.68;3.90;21.53;54.57;5.97;13.79;10.54;14.75;19.99
19/06/2021 03:00;4.01;8.87;3.53;21.54;#N/A;5.09;14.56;10.70;15.57;21.05
19/06/2021 04:00;6.55;8.95;3.53;21.94;54.58;5.40;14.65;10.29;14.77;20.40
19/06/2021 05:00;7.46;9.94;3.99;24.24;59.94;5.72;16.29;11.74;15.09;20.67
19/06/2021 06:00;6.98;12.14;6.02;29.03;68.48;6.88;21.12;15.13;15.99;23.64
19/06/2021 07:00;10.95;14.27;7.08;37.72;84.69;10.51;28.61;21.25;18.11;27.27
19/06/2021 08:00;11.62;15.95;8.12;47.25;100.00;8.04;34.47;26.57;17.18;29.15
19/06/2021 09:00;10.92;14.36;8.13;46.06;102.45;7.46;34.36;27.96;17.94;30.14
19/06/2021 10:00;12.47;13.00;7.56;43.93;96.08;7.60;30.24;27.78;18.99;29.33
19/06/2021 11:00;12.00;12.79;8.31;42.59;88.47;7.68;31.28;25.00;18.24;29.23
19/06/2021 12:00;9.80;12.25;7.28;38.91;88.34;6.91;27.36;24.52;17.60;27.57
19/06/2021 13:00;11.61;12.41;6.44;38.13;87.18;6.71;27.05;24.01;18.85;26.39
19/06/2021 14:00;11.59;12.45;5.91;36.15;84.05;5.49;26.42;22.53;16.49;23.84
19/06/2021 15:00;9.94;12.67;6.44;39.91;81.41;3.89;25.15;21.55;15.80;23.99
19/06/2021 16:00;10.17;12.78;6.78;39.92;81.51;4.53;26.09;19.37;15.48;24.39
19/06/2021 17:00;11.20;13.52;6.93;38.11;85.39;3.41;27.33;21.43;16.07;26.45
19/06/2021 18:00;10.67;15.13;9.70;39.45;88.93;5.52;29.96;21.11;18.34;27.58
19/06/2021 19:00;11.62;17.27;10.42;40.75;90.82;5.73;30.66;21.52;16.96;28.18
19/06/2021 20:00;13.41;14.63;8.73;42.94;87.41;4.59;31.05;22.15;15.86;25.95
19/06/2021 21:00;11.22;13.29;6.98;34.65;83.05;5.80;25.17;19.79;15.60;23.86
19/06/2021 22:00;8.55;11.10;6.37;30.06;75.00;5.43;22.00;17.26;15.17;22.15
19/06/2021 23:00;9.43;10.89;6.28;26.52;72.84;5.21;22.27;16.30;16.09;22.83
20/06/2021 00:00;8.28;9.97;4.70;23.28;63.78;4.89;18.28;14.75;14.07;20.26
20/06/2021 01:00;5.99;9.03;3.57;21.67;59.16;5.51;16.81;12.22;14.59;20.09
20/06/2021 02:00;5.94;9.01;4.37;21.12;55.24;5.16;14.26;11.18;13.95;19.38
20/06/2021 03:00;7.70;8.90;3.93;24.93;54.60;4.61;14.57;10.16;14.89;21.11
20/06/2021 04:00;5.32;9.42;3.84;22.57;54.57;4.29;15.58;10.06;14.79;20.40
20/06/2021 05:00;4.96;8.97;4.24;22.85;60.27;4.51;17.13;11.16;14.24;18.93
20/06/2021 06:00;8.73;11.68;5.64;28.29;66.87;4.79;21.26;13.17;15.16;22.87
20/06/2021 07:00;8.74;11.99;7.43;32.95;80.53;4.79;24.53;17.97;16.48;25.00
20/06/2021 08:00;9.29;13.40;8.77;41.28;93.73;8.35;30.89;22.97;17.51;27.73
20/06/2021 09:00;11.34;15.24;8.41;46.41;102.31;7.66;32.41;25.07;17.27;27.96
20/06/2021 10:00;11.31;14.63;8.73;43.69;97.79;7.45;30.95;24.14;16.41;27.34
20/06/2021 11:00;9.93;13.69;8.29;45.79;92.04;7.54;27.99;23.06;16.89;29.02
20/06/2021 12:00;10.66;12.78;8.26;41.83;88.27;5.94;29.19;21.89;18.08;29.12
20/06/2021 13:00;11.58;12.27;7.06;31.02;86.29;7.18;26.13;21.34;17.45;25.37
20/06/2021 14:00;10.00;12.43;5.89;33.78;80.03;5.19;24.77;19.98;15.51;23.56
20/06/2021 15:00;10.08;11.77;6.30;35.43;76.06;5.33;23.30;18.81;15.32;23.34
20/06/2021 16:00;11.21;12.55;6.68;39.12;80.85;5.41;25.18;20.04;15.60;23.93
20/06/2021 17:00;10.04;13.41;8.34;39.99;84.73;6.40;26.71;20.93;15.67;24.15
20/06/2021 18:00;8.37;13.38;8.67;37.12;85.34;6.29;26.61;20.96;16.35;24.96
20/06/2021 19:00;11.38;15.45;9.19;37.84;86.87;6.37;30.56;20.85;17.15;27.53
20/06/2021 20:00;11.84;16.69;9.99;47.33;96.01;6.18;35.30;23.11;16.36;27.42
20/06/2021 21:00;8.23;14.58;7.60;41.42;88.66;5.88;28.59;19.90;15.50;25.20
20/06/2021 22:00;8.36;11.30;6.45;32.74;78.94;4.65;24.98;18.86;15.31;24.06
20/06/2021 23:00;8.49;10.02;5.97;26.19;73.98;5.23;22.09;17.59;16.53;22.65
21/06/2021 00:00;6.31;9.19;4.44;22.18;61.37;6.07;18.14;14.42;14.48;20.57
21/06/2021 01:00;5.89;8.44;4.06;22.84;57.81;5.23;17.05;11.38;16.12;22.31
21/06/2021 02:00;7.44;8.29;3.85;24.04;55.18;5.17;14.47;11.05;15.11;20.75
21/06/2021 03:00;7.04;8.34;3.46;22.75;54.20;5.28;14.17;10.68;15.28;21.93
21/06/2021 04:00;5.54;9.14;3.40;19.84;54.77;4.66;16.07;10.71;14.46;21.00
21/06/2021 05:00;8.75;8.96;4.00;22.09;62.22;4.66;16.97;12.07;15.30;21.85
21/06/2021 06:00;9.62;12.74;6.94;32.00;78.63;5.22;24.95;17.92;19.71;30.37
21/06/2021 07:00;10.56;13.48;8.24;42.45;104.03;8.94;31.90;26.85;20.11;31.98
21/06/2021 08:00;13.12;14.37;8.36;42.36;105.36;6.48;35.37;28.83;26.68;41.62
21/06/2021 09:00;12.22;12.87;6.96;41.60;98.50;6.45;30.89;26.88;28.69;43.86
21/06/2021 10:00;11.06;11.97;6.32;40.19;90.71;6.10;27.26;26.77;22.40;34.80
21/06/2021 11:00;12.41;12.03;6.67;37.89;85.52;6.29;25.76;25.57;24.69;37.30
21/06/2021 12:00;12.85;11.46;6.79;34.18;87.43;4.63;25.79;26.43;22.85;33.79
21/06/2021 13:00;11.97;11.56;6.16;38.18;88.08;6.22;26.78;26.45;25.19;34.89
21/06/2021 14:00;11.32;12.02;5.47;39.10;84.14;5.45;24.55;25.78;23.64;34.46
21/06/2021 15:00;12.62;12.32;5.69;34.54;82.39;3.59;23.39;23.86;23.11;32.28
21/06/2021 16:00;12.33;13.02;5.68;35.14;81.23;3.55;24.14;23.12;24.18;34.19
21/06/2021 17:00;10.09;13.66;7.17;40.34;83.68;4.48;24.19;23.81;21.40;32.30
21/06/2021 18:00;12.49;15.90;8.34;38.13;89.26;5.66;27.47;24.17;19.83;31.42
21/06/2021 19:00;13.95;19.61;9.88;47.77;94.06;5.96;32.83;23.79;21.43;33.69
21/06/2021 20:00;12.66;21.02;10.55;49.12;98.41;5.04;36.25;24.24;19.90;32.62
21/06/2021 21:00;12.56;15.91;8.67;38.29;89.94;5.87;30.92;21.62;19.23;30.05
21/06/2021 22:00;10.90;12.65;6.11;32.24;81.21;3.53;25.25;19.44;19.73;28.29
21/06/2021 23:00;8.11;10.72;4.72;29.52;72.82;3.83;22.73;17.00;18.82;25.45
22/06/2021 00:00;8.43;10.68;3.53;21.09;62.00;3.59;18.23;14.21;16.44;23.13
22/06/2021 01:00;6.67;9.78;3.23;20.01;56.80;2.74;16.36;11.39;15.36;20.79
22/06/2021 02:00;17.24;9.76;3.22;18.79;53.99;3.30;13.80;11.04;15.63;21.28
22/06/2021 03:00;7.30;9.94;3.10;22.43;52.63;3.64;13.57;10.40;17.44;23.36
22/06/2021 04:00;6.44;10.60;2.77;23.86;53.53;4.22;14.34;10.18;17.86;24.04
